Time,Location,tavg,wspd
2021-02-10,Punjab,14.7,6.2
2021-02-11,Punjab,14.9,7.9
2021-02-12,Punjab,15.0,6.8
2021-02-13,Punjab,15.5,5.8
2021-02-14,Punjab,15.5,5.1
2021-02-15,Punjab,15.8,4.6
2021-02-16,Punjab,16.4,5.0
2021-02-17,Punjab,16.6,5.1
2021-02-18,Punjab,16.1,4.9
2021-02-19,Punjab,16.6,6.1
2021-02-20,Punjab,17.1,8.0
2021-02-21,Punjab,18.0,8.3
2021-02-22,Punjab,18.8,7.8
2021-02-23,Punjab,19.6,5.8
2021-02-24,Punjab,19.6,5.4
2021-02-25,Punjab,21.4,6.5
2021-02-26,Punjab,21.4,5.8
2021-02-27,Punjab,21.0,8.4
2021-02-28,Punjab,18.4,5.0
2021-03-01,Punjab,18.7,8.6
2021-03-02,Punjab,19.4,12.2
2021-03-03,Punjab,19.6,8.4
2021-03-04,Punjab,20.2,5.6
2021-03-05,Punjab,20.8,10.6
2021-03-06,Punjab,21.7,8.7
2021-03-07,Punjab,23.4,10.0
2021-03-08,Punjab,22.8,12.1
2021-03-09,Punjab,22.8,4.2
2021-03-10,Punjab,22.6,4.3
2021-03-11,Punjab,22.9,4.1
2021-03-12,Punjab,20.7,7.5
2021-03-13,Punjab,20.8,6.4
2021-03-14,Punjab,21.8,8.9
2021-03-15,Punjab,22.7,9.4
2021-03-16,Punjab,22.7,9.7
2021-03-17,Punjab,23.6,8.7
2021-03-18,Punjab,23.9,6.8
2021-03-19,Punjab,23.9,8.0
2021-03-20,Punjab,23.5,8.7
2021-03-21,Punjab,22.2,7.1
2021-03-22,Punjab,23.6,11.7
2021-03-23,Punjab,19.0,11.3
2021-03-24,Punjab,21.8,7.9
2021-03-25,Punjab,21.3,10.7
2021-03-26,Punjab,21.9,9.6
2021-03-27,Punjab,23.4,6.8
2021-03-28,Punjab,24.7,5.1
2021-03-29,Punjab,26.7,9.7
2021-03-30,Punjab,26.1,8.3
2021-03-31,Punjab,24.2,12.8
2021-04-01,Punjab,23.2,11.9
2021-04-02,Punjab,22.1,9.5
2021-04-03,Punjab,22.3,7.7
2021-04-04,Punjab,25.1,8.9
2021-04-05,Punjab,26.8,9.1
2021-04-06,Punjab,26.0,8.5
2021-04-07,Punjab,25.4,6.4
2021-04-08,Punjab,24.8,9.0
2021-04-09,Punjab,25.7,9.4
2021-04-10,Punjab,26.6,9.5
2021-04-11,Punjab,27.4,8.9
2021-04-12,Punjab,28.0,9.3
2021-04-13,Punjab,29.2,9.5
2021-04-14,Punjab,29.4,11.3
2021-04-15,Punjab,29.2,8.2
2021-04-16,Punjab,27.0,9.0
2021-04-17,Punjab,24.7,8.4
2021-04-18,Punjab,25.5,7.0
2021-04-19,Punjab,27.1,9.8
2021-04-20,Punjab,22.3,7.7
2021-04-21,Punjab,22.9,8.2
2021-04-22,Punjab,22.3,11.3
2021-04-23,Punjab,20.1,10.7
2021-04-24,Punjab,22.9,9.2
2021-04-25,Punjab,25.9,10.2
2021-04-26,Punjab,27.7,7.8
2021-04-27,Punjab,30.9,7.7
2021-04-28,Punjab,30.5,7.8
2021-04-29,Punjab,30.3,8.5
2021-04-30,Punjab,31.4,5.5
2021-05-01,Punjab,33.0,6.4
2021-05-02,Punjab,31.4,7.1
2021-05-03,Punjab,30.8,5.5
2021-05-04,Punjab,29.7,8.3
2021-05-05,Punjab,29.8,7.0
2021-05-06,Punjab,26.9,7.0
2021-05-07,Punjab,27.0,4.7
2021-05-08,Punjab,27.7,5.6
2021-05-09,Punjab,29.0,6.9
2021-05-10,Punjab,26.3,5.9
2021-05-11,Punjab,28.0,6.5
2021-05-12,Punjab,24.6,5.6
2021-05-13,Punjab,24.4,8.4
2021-05-14,Punjab,26.5,5.6
2021-05-15,Punjab,27.9,6.1
2021-05-16,Punjab,28.9,7.8
2021-05-17,Punjab,30.7,7.1
2021-05-18,Punjab,28.2,9.8
2021-05-19,Punjab,24.4,4.9
2021-05-20,Punjab,26.7,9.2
2021-05-21,Punjab,26.1,7.4
2021-05-22,Punjab,28.9,5.3
2021-05-23,Punjab,26.5,8.6
2021-05-24,Punjab,29.1,12.5
2021-05-25,Punjab,30.5,11.0
2021-05-26,Punjab,33.4,7.4
2021-05-27,Punjab,31.4,7.1
2021-05-28,Punjab,32.9,9.9
2021-05-29,Punjab,29.8,11.6
2021-05-30,Punjab,28.8,9.1
2021-05-31,Punjab,30.3,8.0
2021-06-01,Punjab,25.5,5.9
2021-06-02,Punjab,29.0,4.4
2021-06-03,Punjab,29.0,3.8
2021-06-04,Punjab,28.4,6.6
2021-06-05,Punjab,28.7,4.3
2021-06-06,Punjab,30.0,3.4
2021-06-07,Punjab,31.8,5.3
2021-06-08,Punjab,34.5,7.2
2021-06-09,Punjab,35.5,5.4
2021-06-10,Punjab,31.8,14.0
2021-06-11,Punjab,30.7,13.3
2021-06-12,Punjab,29.9,14.1
2021-06-13,Punjab,28.2,7.2
2021-06-14,Punjab,30.1,6.6
2021-06-15,Punjab,30.9,5.9
2021-06-16,Punjab,26.4,4.5
2021-06-17,Punjab,28.6,6.1
2021-06-18,Punjab,29.6,8.6
2021-06-19,Punjab,28.9,7.2
2021-06-20,Punjab,29.0,10.1
2021-06-21,Punjab,31.7,6.4
2021-06-22,Punjab,32.0,6.4
2021-06-23,Punjab,33.0,5.6
2021-06-24,Punjab,31.4,8.5
2021-06-25,Punjab,31.5,5.6
2021-06-26,Punjab,29.6,7.0
2021-06-27,Punjab,30.9,4.4
2021-06-28,Punjab,32.5,5.2
2021-06-29,Punjab,34.2,7.7
2021-06-30,Punjab,35.8,9.2
2021-07-01,Punjab,35.8,8.3
2021-07-02,Punjab,33.4,6.1
2021-07-03,Punjab,30.9,5.6
2021-07-04,Punjab,32.3,5.2
2021-07-05,Punjab,33.9,5.4
2021-07-06,Punjab,33.7,6.1
2021-07-07,Punjab,34.5,7.1
2021-07-08,Punjab,34.6,6.7
2021-07-09,Punjab,30.7,10.1
2021-07-10,Punjab,32.6,6.5
2021-07-11,Punjab,32.2,12.3
2021-07-12,Punjab,28.3,14.8
2021-07-13,Punjab,27.3,10.2
2021-07-14,Punjab,25.8,5.8
2021-07-15,Punjab,28.4,4.9
2021-07-16,Punjab,30.5,6.0
2021-07-17,Punjab,31.6,3.8
2021-07-18,Punjab,29.5,10.6
2021-07-19,Punjab,25.4,10.4
2021-07-20,Punjab,26.6,7.6
2021-07-21,Punjab,28.4,4.0
2021-07-22,Punjab,28.8,8.8
2021-07-23,Punjab,30.3,6.7
2021-07-24,Punjab,30.2,3.0
2021-07-25,Punjab,31.3,4.2
2021-07-26,Punjab,29.0,7.9
2021-07-27,Punjab,28.5,4.7
2021-07-28,Punjab,25.4,4.2
2021-07-29,Punjab,26.5,4.4
2021-07-30,Punjab,26.9,6.7
2021-07-31,Punjab,28.9,6.1
2021-08-01,Punjab,29.0,3.9
2021-08-02,Punjab,29.2,4.1
2021-08-03,Punjab,26.9,3.7
2021-08-04,Punjab,28.2,5.2
2021-08-05,Punjab,29.3,3.7
2021-08-06,Punjab,29.2,3.3
2021-08-07,Punjab,29.8,3.0
2021-08-08,Punjab,29.7,3.7
2021-08-09,Punjab,29.6,4.8
2021-08-10,Punjab,29.4,5.1
2021-08-11,Punjab,30.7,6.4
2021-08-12,Punjab,31.1,5.0
2021-08-13,Punjab,31.0,4.5
2021-08-14,Punjab,30.8,5.5
2021-08-15,Punjab,29.8,4.6
2021-08-16,Punjab,30.1,4.7
2021-08-17,Punjab,31.3,4.9
2021-08-18,Punjab,31.7,4.5
2021-08-19,Punjab,30.9,4.2
2021-08-20,Punjab,27.6,11.1
2021-08-21,Punjab,25.8,7.9
2021-08-22,Punjab,26.4,6.3
2021-08-23,Punjab,27.6,3.3
2021-08-24,Punjab,29.0,2.7
2021-08-25,Punjab,30.7,6.3
2021-08-26,Punjab,30.4,6.1
2021-08-27,Punjab,30.3,5.8
2021-08-28,Punjab,29.5,5.8
2021-08-29,Punjab,28.3,6.3
2021-08-30,Punjab,28.2,7.1
2021-08-31,Punjab,28.8,7.7
2021-09-01,Punjab,27.7,4.5
2021-09-02,Punjab,27.4,2.8
2021-09-03,Punjab,26.4,3.1
2021-09-04,Punjab,27.1,3.9
2021-09-05,Punjab,29.3,3.2
2021-09-06,Punjab,29.1,3.7
2021-09-07,Punjab,29.1,8.6
2021-09-08,Punjab,29.3,10.1
2021-09-09,Punjab,28.8,7.9
2021-09-10,Punjab,26.4,9.3
2021-09-11,Punjab,25.8,8.7
2021-09-12,Punjab,25.8,5.1
2021-09-13,Punjab,27.1,3.5
2021-09-14,Punjab,27.9,5.9
2021-09-15,Punjab,29.0,8.2
2021-09-16,Punjab,28.4,6.9
2021-09-17,Punjab,27.0,5.9
2021-09-18,Punjab,27.6,4.1
2021-09-19,Punjab,29.8,3.3
2021-09-20,Punjab,29.7,4.1
2021-09-21,Punjab,26.9,6.4
2021-09-22,Punjab,25.4,6.9
2021-09-23,Punjab,23.7,6.9
2021-09-24,Punjab,26.4,3.2
2021-09-25,Punjab,28.4,3.4
2021-09-26,Punjab,28.5,3.9
2021-09-27,Punjab,29.4,2.9
2021-09-28,Punjab,29.4,5.2
2021-09-29,Punjab,28.3,4.3
2021-09-30,Punjab,28.3,3.5
2021-10-01,Punjab,28.7,3.9
2021-10-02,Punjab,27.3,4.2
2021-10-03,Punjab,27.9,5.8
2021-10-04,Punjab,28.5,3.9
2021-10-05,Punjab,27.6,3.7
2021-10-06,Punjab,27.7,6.0
2021-10-07,Punjab,27.9,5.9
2021-10-08,Punjab,28.0,5.2
2021-10-09,Punjab,28.0,5.7
2021-10-10,Punjab,27.9,4.1
2021-10-11,Punjab,27.3,4.8
2021-10-12,Punjab,27.1,5.3
2021-10-13,Punjab,25.3,6.4
2021-10-14,Punjab,25.4,8.2
2021-10-15,Punjab,25.7,5.9
2021-10-16,Punjab,26.9,3.2
2021-10-17,Punjab,23.8,6.2
2021-10-18,Punjab,22.5,4.8
2021-10-19,Punjab,22.8,7.1
2021-10-20,Punjab,23.4,6.1
2021-10-21,Punjab,23.5,6.9
2021-10-22,Punjab,24.3,6.0
2021-10-23,Punjab,24.4,10.6
2021-10-24,Punjab,17.1,8.8
2021-10-25,Punjab,19.8,6.3
2021-10-26,Punjab,20.3,7.0
2021-10-27,Punjab,20.4,7.2
2021-10-28,Punjab,20.8,6.8
2021-10-29,Punjab,19.9,5.7
2021-10-30,Punjab,21.0,8.8
2021-10-31,Punjab,20.4,6.2
2021-11-01,Punjab,20.3,7.1
2021-11-02,Punjab,21.7,10.7
2021-11-03,Punjab,20.9,5.9
2021-11-04,Punjab,19.4,4.4
2021-11-05,Punjab,19.3,5.1
2021-11-06,Punjab,20.0,8.3
2021-11-07,Punjab,19.5,7.1
2021-11-08,Punjab,18.9,7.6
2021-11-09,Punjab,19.0,5.9
2021-11-10,Punjab,18.7,5.1
2021-11-11,Punjab,19.1,5.2
2021-11-12,Punjab,18.0,5.8
2021-11-13,Punjab,17.8,5.9
2021-11-14,Punjab,17.2,4.2
2021-11-15,Punjab,16.9,5.5
2021-11-16,Punjab,16.0,5.9
2021-11-17,Punjab,15.8,4.2
2021-11-18,Punjab,16.2,4.6
2021-11-19,Punjab,16.5,5.4
2021-11-20,Punjab,16.2,4.8
2021-11-21,Punjab,17.2,7.5
2021-11-22,Punjab,17.3,9.8
2021-11-23,Punjab,16.6,7.3
2021-11-24,Punjab,16.0,4.9
2021-11-25,Punjab,15.9,5.0
2021-11-26,Punjab,15.7,4.2
2021-11-27,Punjab,15.5,4.4
2021-11-28,Punjab,15.5,4.7
2021-11-29,Punjab,16.4,7.7
2021-11-30,Punjab,16.0,8.0
2021-12-01,Punjab,14.6,4.0
2021-12-02,Punjab,14.7,5.6
2021-12-03,Punjab,17.2,3.2
2021-12-04,Punjab,17.9,4.8
2021-12-05,Punjab,16.2,4.6
2021-12-06,Punjab,16.3,4.5
2021-12-07,Punjab,15.2,7.7
2021-12-08,Punjab,14.6,6.2
2021-12-09,Punjab,14.9,4.6
2021-12-10,Punjab,15.2,7.0
2021-12-11,Punjab,13.1,6.8
2021-12-12,Punjab,13.3,3.3
2021-12-13,Punjab,12.5,4.3
2021-12-14,Punjab,12.2,4.0
2021-12-15,Punjab,11.1,5.9
2021-12-16,Punjab,10.5,4.8
2021-12-17,Punjab,9.6,8.6
2021-12-18,Punjab,9.6,10.1
2021-12-19,Punjab,9.8,9.7
2021-12-20,Punjab,9.9,7.0
2021-12-21,Punjab,11.2,5.1
2021-12-22,Punjab,11.7,5.1
2021-12-23,Punjab,12.8,4.4
2021-12-24,Punjab,12.1,4.4
2021-12-25,Punjab,12.4,3.9
2021-12-26,Punjab,11.5,4.6
2021-12-27,Punjab,11.6,4.3
2021-12-28,Punjab,11.6,4.5
2021-12-29,Punjab,10.8,5.9
2021-12-30,Punjab,10.1,5.1
2021-12-31,Punjab,11.2,5.5
2022-01-01,Punjab,9.7,5.8
2022-01-02,Punjab,11.8,5.7
2022-01-03,Punjab,12.3,6.2
2022-01-04,Punjab,13.7,5.1
2022-01-05,Punjab,13.1,6.7
2022-01-06,Punjab,14.2,8.6
2022-01-07,Punjab,15.1,12.2
2022-01-08,Punjab,13.8,14.8
2022-01-09,Punjab,11.9,4.2
2022-01-10,Punjab,11.2,3.6
2022-01-11,Punjab,11.1,5.6
2022-01-12,Punjab,11.3,4.3
2022-01-13,Punjab,11.9,3.7
2022-01-14,Punjab,10.3,5.1
2022-01-15,Punjab,8.5,5.6
2022-01-16,Punjab,9.9,6.0
2022-01-17,Punjab,10.0,4.2
2022-01-18,Punjab,10.4,6.9
2022-01-19,Punjab,11.6,4.6
2022-01-20,Punjab,11.0,3.0
2022-01-21,Punjab,10.6,5.0
2022-01-22,Punjab,11.8,17.1
2022-01-23,Punjab,11.3,10.0
2022-01-24,Punjab,10.3,4.0
2022-01-25,Punjab,10.8,6.3
2022-01-26,Punjab,11.8,6.4
2022-01-27,Punjab,11.0,8.4
2022-01-28,Punjab,10.5,9.7
2022-01-29,Punjab,11.6,7.7
2022-01-30,Punjab,13.2,10.6
2022-01-31,Punjab,9.1,4.0
2022-02-01,Punjab,11.6,7.5
2022-02-02,Punjab,11.7,7.0
2022-02-03,Punjab,11.2,17.3
2022-02-04,Punjab,11.0,6.7
2022-02-05,Punjab,10.0,5.3
2022-02-06,Punjab,11.3,4.9
2022-02-07,Punjab,13.8,4.7
2022-02-08,Punjab,14.8,4.2
2022-02-09,Punjab,15.6,5.2
2022-02-10,Punjab,13.6,8.2
2022-02-11,Punjab,13.7,9.7
2022-02-12,Punjab,13.1,8.3
2022-02-13,Punjab,13.9,4.6
2022-02-14,Punjab,14.3,4.2
2022-02-15,Punjab,14.8,4.8
2022-02-16,Punjab,14.5,7.4
2022-02-17,Punjab,15.2,6.7
2022-02-18,Punjab,16.0,8.5
2022-02-19,Punjab,16.0,9.1
2022-02-20,Punjab,15.5,9.2
2022-02-21,Punjab,14.6,5.2
2022-02-22,Punjab,18.1,17.3
2022-02-23,Punjab,17.1,15.8
2022-02-24,Punjab,17.1,5.1
2022-02-25,Punjab,17.5,5.9
2022-02-26,Punjab,14.4,11.7
2022-02-27,Punjab,14.5,7.6
2022-02-28,Punjab,16.3,9.5
2022-03-01,Punjab,17.1,7.5
2022-03-02,Punjab,18.1,5.4
2022-03-03,Punjab,17.6,6.7
2022-03-04,Punjab,17.6,8.7
2022-03-05,Punjab,18.3,9.8
2022-03-06,Punjab,19.6,5.9
2022-03-07,Punjab,19.8,4.8
2022-03-08,Punjab,20.2,8.1
2022-03-09,Punjab,20.2,10.1
2022-03-10,Punjab,20.8,10.0
2022-03-11,Punjab,19.5,10.1
2022-03-12,Punjab,22.5,9.2
2022-03-13,Punjab,23.3,7.7
2022-03-14,Punjab,24.1,5.8
2022-03-15,Punjab,24.9,7.3
2022-03-16,Punjab,25.8,9.6
2022-03-17,Punjab,26.3,6.8
2022-03-18,Punjab,27.0,7.8
2022-03-19,Punjab,26.8,5.0
2022-03-20,Punjab,26.7,5.4
2022-03-21,Punjab,26.3,8.6
2022-03-22,Punjab,25.4,10.8
2022-03-23,Punjab,25.6,6.2
2022-03-24,Punjab,25.4,5.4
2022-03-25,Punjab,25.2,9.2
2022-03-26,Punjab,25.7,10.5
2022-03-27,Punjab,25.8,8.1
2022-03-28,Punjab,26.4,6.0
2022-03-29,Punjab,27.4,8.9
2022-03-30,Punjab,26.9,5.0
2022-03-31,Punjab,27.2,6.9
2022-04-01,Punjab,26.9,8.3
2022-04-02,Punjab,28.2,5.2
2022-04-03,Punjab,27.9,7.7
2022-04-04,Punjab,27.1,6.9
2022-04-05,Punjab,27.4,8.2
2022-04-06,Punjab,28.5,8.7
2022-04-07,Punjab,30.5,8.5
2022-04-08,Punjab,30.0,7.3
2022-04-09,Punjab,29.9,8.9
2022-04-10,Punjab,30.9,8.2
2022-04-11,Punjab,31.3,6.9
2022-04-12,Punjab,29.5,5.8
2022-04-13,Punjab,31.0,8.7
2022-04-14,Punjab,29.3,8.4
2022-04-15,Punjab,29.8,5.9
2022-04-16,Punjab,29.3,6.3
2022-04-17,Punjab,29.6,5.5
2022-04-18,Punjab,30.7,7.3
2022-04-19,Punjab,32.4,9.0
2022-04-20,Punjab,31.7,9.2
2022-04-21,Punjab,26.8,7.4
2022-04-22,Punjab,28.6,7.1
2022-04-23,Punjab,29.7,8.5
2022-04-24,Punjab,30.1,11.1
2022-04-25,Punjab,31.2,9.2
2022-04-26,Punjab,30.9,6.9
2022-04-27,Punjab,31.6,9.1
2022-04-28,Punjab,33.6,8.4
2022-04-29,Punjab,33.8,9.5
2022-04-30,Punjab,33.8,7.2
2022-05-01,Punjab,32.4,12.1
2022-05-02,Punjab,31.7,13.1
2022-05-03,Punjab,31.8,11.0
2022-05-04,Punjab,25.0,8.1
2022-05-05,Punjab,27.8,6.2
2022-05-06,Punjab,29.2,6.7
2022-05-07,Punjab,30.9,6.1
2022-05-08,Punjab,32.3,7.7
2022-05-09,Punjab,31.3,10.4
2022-05-10,Punjab,31.9,8.9
2022-05-11,Punjab,32.8,7.8
2022-05-12,Punjab,34.4,8.2
2022-05-13,Punjab,33.8,10.1
2022-05-14,Punjab,34.8,8.5
2022-05-15,Punjab,34.3,6.4
2022-05-16,Punjab,34.4,6.2
2022-05-17,Punjab,32.0,7.1
2022-05-18,Punjab,32.4,8.3
2022-05-19,Punjab,33.6,7.9
2022-05-20,Punjab,35.7,8.5
2022-05-21,Punjab,32.0,8.2
2022-05-22,Punjab,31.4,8.1
2022-05-23,Punjab,23.1,17.8
2022-05-24,Punjab,24.7,9.6
2022-05-25,Punjab,27.8,4.2
2022-05-26,Punjab,30.5,
2022-05-27,Punjab,31.4,
2022-05-28,Punjab,30.0,7.9
2022-05-29,Punjab,31.8,7.3
2022-05-30,Punjab,32.5,11.3
2022-05-31,Punjab,32.3,6.0
2022-06-01,Punjab,33.3,6.6
2022-06-02,Punjab,33.9,7.0
2022-06-03,Punjab,34.1,7.2
2022-06-04,Punjab,34.5,6.7
2022-06-05,Punjab,35.1,6.1
2022-06-06,Punjab,35.3,5.8
2022-06-07,Punjab,36.1,6.7
2022-06-08,Punjab,36.9,8.9
2022-06-09,Punjab,36.6,7.3
2022-06-10,Punjab,36.1,9.3
2022-06-11,Punjab,35.8,9.4
2022-06-12,Punjab,35.3,8.3
2022-06-13,Punjab,37.0,10.7
2022-06-14,Punjab,36.5,12.5
2022-06-15,Punjab,36.1,11.1
2022-06-16,Punjab,29.8,8.7
2022-06-17,Punjab,24.3,6.2
2022-06-18,Punjab,24.9,6.8
2022-06-19,Punjab,26.9,3.2
2022-06-20,Punjab,27.4,3.8
2022-06-21,Punjab,26.4,8.4
2022-06-22,Punjab,28.5,7.0
2022-06-23,Punjab,30.0,10.6
2022-06-24,Punjab,30.7,8.1
2022-06-25,Punjab,32.4,4.1
2022-06-26,Punjab,32.7,7.1
2022-06-27,Punjab,33.8,7.8
2022-06-28,Punjab,33.8,7.7
2022-06-29,Punjab,29.9,12.8
2022-06-30,Punjab,25.5,13.9
2022-07-01,Punjab,28.9,6.2
2022-07-02,Punjab,30.9,6.2
2022-07-03,Punjab,29.4,9.5
2022-07-04,Punjab,31.7,4.6
2022-07-05,Punjab,32.5,5.4
2022-07-06,Punjab,29.5,8.2
2022-07-07,Punjab,31.4,6.7
2022-07-08,Punjab,31.3,4.5
2022-07-09,Punjab,28.2,10.1
2022-07-10,Punjab,27.8,6.4
2022-07-11,Punjab,31.3,3.4
2022-07-12,Punjab,29.9,4.7
2022-07-13,Punjab,30.2,4.5
2022-07-14,Punjab,27.0,5.1
2022-07-15,Punjab,29.7,5.8
2022-07-16,Punjab,30.3,6.4
2022-07-17,Punjab,28.3,6.7
2022-07-18,Punjab,32.7,2.7
2022-07-19,Punjab,33.0,3.9
2022-07-20,Punjab,28.2,5.3
2022-07-21,Punjab,26.3,5.5
2022-07-22,Punjab,29.7,5.3
2022-07-23,Punjab,29.5,8.7
2022-07-24,Punjab,30.0,8.4
2022-07-25,Punjab,30.8,9.8
2022-07-26,Punjab,29.8,9.5
2022-07-27,Punjab,28.9,8.4
2022-07-28,Punjab,28.9,7.7
2022-07-29,Punjab,28.0,5.1
2022-07-30,Punjab,25.8,4.8
2022-07-31,Punjab,27.0,5.0
2022-08-01,Punjab,28.8,5.3
2022-08-02,Punjab,28.8,5.4
2022-08-03,Punjab,30.6,3.4
2022-08-04,Punjab,28.9,6.0
2022-08-05,Punjab,27.3,6.8
2022-08-06,Punjab,29.9,3.7
2022-08-07,Punjab,27.9,6.7
2022-08-08,Punjab,31.2,3.3
2022-08-09,Punjab,32.1,3.6
2022-08-10,Punjab,31.2,4.7
2022-08-11,Punjab,28.0,9.8
2022-08-12,Punjab,31.2,6.0
2022-08-13,Punjab,31.5,5.5
2022-08-14,Punjab,29.4,5.4
2022-08-15,Punjab,28.2,6.2
2022-08-16,Punjab,29.7,8.8
2022-08-17,Punjab,30.0,13.0
2022-08-18,Punjab,30.7,4.6
2022-08-19,Punjab,30.4,7.2
2022-08-20,Punjab,28.9,2.7
2022-08-21,Punjab,30.4,7.0
2022-08-22,Punjab,31.0,4.4
2022-08-23,Punjab,30.9,11.2
2022-08-24,Punjab,29.0,12.0
2022-08-25,Punjab,29.9,4.3
2022-08-26,Punjab,30.4,6.2
2022-08-27,Punjab,30.1,9.6
2022-08-28,Punjab,30.3,7.5
2022-08-29,Punjab,29.3,4.9
2022-08-30,Punjab,30.7,4.9
2022-08-31,Punjab,31.1,4.5
2022-09-01,Punjab,31.3,5.4
2022-09-02,Punjab,31.8,4.8
2022-09-03,Punjab,29.1,5.9
2022-09-04,Punjab,30.1,4.4
2022-09-05,Punjab,29.3,5.1
2022-09-06,Punjab,29.3,5.3
2022-09-07,Punjab,30.2,4.9
2022-09-08,Punjab,30.0,2.7
2022-09-09,Punjab,30.6,5.1
2022-09-10,Punjab,29.4,6.7
2022-09-11,Punjab,29.2,6.3
2022-09-12,Punjab,29.6,4.1
2022-09-13,Punjab,29.2,5.4
2022-09-14,Punjab,27.5,4.0
2022-09-15,Punjab,27.5,4.9
2022-09-16,Punjab,27.5,6.7
2022-09-17,Punjab,28.4,3.9
2022-09-18,Punjab,29.3,5.3
2022-09-19,Punjab,29.9,4.4
2022-09-20,Punjab,28.5,3.5
2022-09-21,Punjab,26.3,3.2
2022-09-22,Punjab,25.3,5.6
2022-09-23,Punjab,24.6,4.5
2022-09-24,Punjab,23.4,9.4
2022-09-25,Punjab,23.9,10.5
2022-09-26,Punjab,25.4,4.3
2022-09-27,Punjab,26.5,5.3
2022-09-28,Punjab,27.0,4.8
2022-09-29,Punjab,27.4,5.4
2022-09-30,Punjab,27.7,5.1
2022-10-01,Punjab,27.6,4.8
2022-10-02,Punjab,27.5,5.4
2022-10-03,Punjab,27.5,8.0
2022-10-04,Punjab,27.5,5.7
2022-10-05,Punjab,27.3,5.3
2022-10-06,Punjab,26.3,6.0
2022-10-07,Punjab,25.1,6.9
2022-10-08,Punjab,23.8,5.2
2022-10-09,Punjab,23.8,6.1
2022-10-10,Punjab,24.0,5.6
2022-10-11,Punjab,21.4,7.1
2022-10-12,Punjab,23.6,4.5
2022-10-13,Punjab,23.8,6.4
2022-10-14,Punjab,24.8,7.4
2022-10-15,Punjab,23.8,6.6
2022-10-16,Punjab,24.7,5.0
2022-10-17,Punjab,24.7,5.7
2022-10-18,Punjab,24.1,5.4
2022-10-19,Punjab,23.6,5.7
2022-10-20,Punjab,23.9,8.0
2022-10-21,Punjab,23.9,4.9
2022-10-22,Punjab,22.3,4.9
2022-10-23,Punjab,22.1,5.3
2022-10-24,Punjab,22.1,6.4
2022-10-25,Punjab,21.8,7.8
2022-10-26,Punjab,22.2,5.2
2022-10-27,Punjab,21.7,5.7
2022-10-28,Punjab,21.5,4.4
2022-10-29,Punjab,21.5,4.2
2022-10-30,Punjab,21.7,5.7
2022-10-31,Punjab,21.4,4.6
2022-11-01,Punjab,22.4,5.0
2022-11-02,Punjab,21.8,6.6
2022-11-03,Punjab,21.4,6.6
2022-11-04,Punjab,21.5,3.6
2022-11-05,Punjab,22.4,8.0
2022-11-06,Punjab,23.0,6.3
2022-11-07,Punjab,22.1,4.3
2022-11-08,Punjab,20.7,5.9
2022-11-09,Punjab,20.5,3.7
2022-11-10,Punjab,18.5,5.0
2022-11-11,Punjab,18.4,8.4
2022-11-12,Punjab,18.2,9.3
2022-11-13,Punjab,18.6,7.5
2022-11-14,Punjab,18.7,7.0
2022-11-15,Punjab,19.2,5.6
2022-11-16,Punjab,17.5,6.5
2022-11-17,Punjab,16.8,8.9
2022-11-18,Punjab,16.2,5.6
2022-11-19,Punjab,16.6,4.1
2022-11-20,Punjab,17.2,7.5
2022-11-21,Punjab,16.6,7.7
2022-11-22,Punjab,15.9,7.4
2022-11-23,Punjab,15.6,7.8
2022-11-24,Punjab,15.6,6.6
2022-11-25,Punjab,15.8,4.2
2022-11-26,Punjab,15.8,7.5
2022-11-27,Punjab,16.2,5.8
2022-11-28,Punjab,15.9,4.6
2022-11-29,Punjab,15.9,5.2
2022-11-30,Punjab,15.4,5.2
2022-12-01,Punjab,15.8,6.0
2022-12-02,Punjab,16.3,2.9
2022-12-03,Punjab,15.6,4.1
2022-12-04,Punjab,14.4,5.4
2022-12-05,Punjab,14.3,5.3
2022-12-06,Punjab,15.4,9.8
2022-12-07,Punjab,15.6,10.3
2022-12-08,Punjab,14.3,6.2
2022-12-09,Punjab,14.7,6.1
2022-12-10,Punjab,16.0,6.1
2022-12-11,Punjab,16.5,8.5
2022-12-12,Punjab,15.8,9.1
2022-12-13,Punjab,16.0,12.6
2022-12-14,Punjab,13.7,10.1
2022-12-15,Punjab,13.9,7.6
2022-12-16,Punjab,13.3,6.8
2022-12-17,Punjab,12.8,6.3
2022-12-18,Punjab,11.4,4.7
2022-12-19,Punjab,12.8,4.9
2022-12-20,Punjab,11.9,6.0
2022-12-21,Punjab,11.2,6.0
2022-12-22,Punjab,9.7,5.7
2022-12-23,Punjab,8.2,4.1
2022-12-24,Punjab,8.0,7.1
2022-12-25,Punjab,8.3,6.9
2022-12-26,Punjab,9.6,5.7
2022-12-27,Punjab,10.3,9.8
2022-12-28,Punjab,11.9,10.6
2022-12-29,Punjab,12.3,6.5
2022-12-30,Punjab,11.8,6.6
2022-12-31,Punjab,10.9,8.3
2019-01-01,Rajasthan,16.2,3.5
2019-01-02,Rajasthan,16.9,4.6
2019-01-03,Rajasthan,16.8,4.7
2019-01-04,Rajasthan,15.6,4.4
2019-01-05,Rajasthan,16.2,11.4
2019-01-06,Rajasthan,15.4,
2019-01-07,Rajasthan,15.4,3.9
2019-01-08,Rajasthan,14.6,1.5
